journal_id,entity,year,month,segment,account,account_name,debit_usd,credit_usd,signed_usd,description,source_id,cash_flow,period_role,record_origin,fact_state,as_of_cutoff,effective_period_end,available_at
RWH_PS-2026-00038,RWH_PS,2026,3,RWH,1490,Accumulated PPE depreciation,0,291667,-291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00039,RWH_PS,2026,3,RWH,5100,External operating cost,2080545,0,2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00039,RWH_PS,2026,3,RWH,1200,Inventory cash cost,0,2080545,-2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00040,RWH_PS,2026,3,RWH,5300,Depreciation in earnings,259487,0,259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00040,RWH_PS,2026,3,RWH,1210,Inventory DD&A,0,259487,-259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00041,RWH_PS,2026,3,RWH,5100,External operating cost,177084,0,177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00041,RWH_PS,2026,3,RWH,1000,Cash,0,177084,-177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00042,RWH_PS,2026,3,RWH,5100,External operating cost,60792,0,60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00042,RWH_PS,2026,3,RWH,1000,Cash,0,60792,-60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00043,RWH_PS,2026,3,RWH,5100,External operating cost,50000,0,50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00043,RWH_PS,2026,3,RWH,1000,Cash,0,50000,-50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00044,RWH_PS,2026,3,PS,5100,External operating cost,233334,0,233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00044,RWH_PS,2026,3,PS,1000,Cash,0,233334,-233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00045,RWH_PS,2026,3,RWH,5600,ARO accretion,89200,0,89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00045,RWH_PS,2026,3,RWH,2200,Environmental reserve / ARO,0,89200,-89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00047,RWH_PS,2026,3,RWH,5500,Modeled income tax,10946,0,10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00047,RWH_PS,2026,3,RWH,1000,Cash,0,10946,-10946,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00048,RWH_PS,2026,3,RWH,1400,PPE gross,1400000,0,1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00048,RWH_PS,2026,3,RWH,1000,Cash,0,1400000,-1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00049,RWH_PS,2026,3,RWH,3000,Contributed equity,0,1267573,-1267573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00049,RWH_PS,2026,3,RWH,1000,Cash,1267573,0,1267573,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-03-31,2026-09-05
RWH_PS-2026-00050,RWH_PS,2026,4,RWH,1100,"External receivables, net of allowance",3039584,0,3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00050,RWH_PS,2026,4,RWH,4000,External revenue,0,3039584,-3039584,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00051,RWH_PS,2026,4,RWH,1100,"External receivables, net of allowance",0,2993750,-2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00051,RWH_PS,2026,4,RWH,1000,Cash,2993750,0,2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00052,RWH_PS,2026,4,RWH,1200,Inventory cash cost,2329167,0,2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00052,RWH_PS,2026,4,RWH,2000,Trade payables,0,2329167,-2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00053,RWH_PS,2026,4,RWH,2000,Trade payables,2329167,0,2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00053,RWH_PS,2026,4,RWH,1000,Cash,0,2329167,-2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00054,RWH_PS,2026,4,RWH,1210,Inventory DD&A,291667,0,291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00054,RWH_PS,2026,4,RWH,1490,Accumulated PPE depreciation,0,291667,-291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00055,RWH_PS,2026,4,RWH,5100,External operating cost,2080545,0,2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00055,RWH_PS,2026,4,RWH,1200,Inventory cash cost,0,2080545,-2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00056,RWH_PS,2026,4,RWH,5300,Depreciation in earnings,259487,0,259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00056,RWH_PS,2026,4,RWH,1210,Inventory DD&A,0,259487,-259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00057,RWH_PS,2026,4,RWH,5100,External operating cost,177084,0,177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00057,RWH_PS,2026,4,RWH,1000,Cash,0,177084,-177084,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00058,RWH_PS,2026,4,RWH,5100,External operating cost,60792,0,60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00058,RWH_PS,2026,4,RWH,1000,Cash,0,60792,-60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00059,RWH_PS,2026,4,RWH,5100,External operating cost,50000,0,50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00059,RWH_PS,2026,4,RWH,1000,Cash,0,50000,-50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00060,RWH_PS,2026,4,PS,5100,External operating cost,233334,0,233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00060,RWH_PS,2026,4,PS,1000,Cash,0,233334,-233334,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00061,RWH_PS,2026,4,RWH,5600,ARO accretion,89200,0,89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00061,RWH_PS,2026,4,RWH,2200,Environmental reserve / ARO,0,89200,-89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00063,RWH_PS,2026,4,RWH,5500,Modeled income tax,10945,0,10945,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00063,RWH_PS,2026,4,RWH,1000,Cash,0,10945,-10945,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00064,RWH_PS,2026,4,RWH,1400,PPE gross,1400000,0,1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00064,RWH_PS,2026,4,RWH,1000,Cash,0,1400000,-1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00065,RWH_PS,2026,4,RWH,3000,Contributed equity,0,1267572,-1267572,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00065,RWH_PS,2026,4,RWH,1000,Cash,1267572,0,1267572,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-04-30,2026-09-05
RWH_PS-2026-00066,RWH_PS,2026,5,RWH,1100,"External receivables, net of allowance",3039583,0,3039583,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00066,RWH_PS,2026,5,RWH,4000,External revenue,0,3039583,-3039583,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00067,RWH_PS,2026,5,RWH,1100,"External receivables, net of allowance",0,2993750,-2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00067,RWH_PS,2026,5,RWH,1000,Cash,2993750,0,2993750,Collections net of disclosed other working-capital use allocated to AR,RW-AR-ASSUMPTION,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00068,RWH_PS,2026,5,RWH,1200,Inventory cash cost,2329167,0,2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00068,RWH_PS,2026,5,RWH,2000,Trade payables,0,2329167,-2329167,Selected production cost incurred,RW-COST,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00069,RWH_PS,2026,5,RWH,2000,Trade payables,2329167,0,2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00069,RWH_PS,2026,5,RWH,1000,Cash,0,2329167,-2329167,Production cost payments,RW-COST,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00070,RWH_PS,2026,5,RWH,1210,Inventory DD&A,291667,0,291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00070,RWH_PS,2026,5,RWH,1490,Accumulated PPE depreciation,0,291667,-291667,Selected production DD&A capitalized into inventory,RW-DDA,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00071,RWH_PS,2026,5,RWH,5100,External operating cost,2080545,0,2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00071,RWH_PS,2026,5,RWH,1200,Inventory cash cost,0,2080545,-2080545,Weighted-average cash cost released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00072,RWH_PS,2026,5,RWH,5300,Depreciation in earnings,259487,0,259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00072,RWH_PS,2026,5,RWH,1210,Inventory DD&A,0,259487,-259487,Weighted-average DD&A released to sales,RW-COGS,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00073,RWH_PS,2026,5,RWH,5100,External operating cost,177083,0,177083,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00073,RWH_PS,2026,5,RWH,1000,Cash,0,177083,-177083,production mineral taxes usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00074,RWH_PS,2026,5,RWH,5100,External operating cost,60792,0,60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00074,RWH_PS,2026,5,RWH,1000,Cash,0,60792,-60792,royalties usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00075,RWH_PS,2026,5,RWH,5100,External operating cost,50000,0,50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00075,RWH_PS,2026,5,RWH,1000,Cash,0,50000,-50000,freight assay handling usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00076,RWH_PS,2026,5,PS,5100,External operating cost,233333,0,233333,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00076,RWH_PS,2026,5,PS,1000,Cash,0,233333,-233333,pale sun site g and a usd,RW-FINANCE-SELECTED,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00077,RWH_PS,2026,5,RWH,5600,ARO accretion,89200,0,89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00077,RWH_PS,2026,5,RWH,2200,Environmental reserve / ARO,0,89200,-89200,Integrated ARO accretion on acquisition-date carryforward,RW-ARO,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00079,RWH_PS,2026,5,RWH,5500,Modeled income tax,10945,0,10945,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00079,RWH_PS,2026,5,RWH,1000,Cash,0,10945,-10945,"Integrated scenario income tax, 18% modeled assumption",RW-TAX,OPERATING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00080,RWH_PS,2026,5,RWH,1400,PPE gross,1400000,0,1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00080,RWH_PS,2026,5,RWH,1000,Cash,0,1400000,-1400000,Selected capital plus separately identified mine interface capital,RW-CAPEX,INVESTING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00081,RWH_PS,2026,5,RWH,3000,Contributed equity,0,1267570,-1267570,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00081,RWH_PS,2026,5,RWH,1000,Cash,1267570,0,1267570,Parent equity through Pale Sun to fund explicit cash deficit,RW-EQUITY,FINANCING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-05-31,2026-09-05
RWH_PS-2026-00082,RWH_PS,2026,6,RWH,1100,"External receivables, net of allowance",3039583,0,3039583,Selected contract book revenue; annual baseline allocated monthly,RW-CONTRACT-2026,NONCASH_OR_OPENING,SYNTHETIC_CALIBRATION,PUBLIC_SYNTHETIC_DIEGETIC,LOCKED_DERIVED_IMPLEMENTATION,2026-09-05,2026-06-30,2026-09-05
